bedroom,bathrooms,area,furnishing,floor_number,parking,powerbackup,gate_community,location,rent,location_encoded,furnishing_encoded
2,2,700.0,Semifurnished,3,1,0,Yes,Vasant Utsav,13000.0,322,1
2,2,950.0,Unfurnished,5,1,1,Yes,Flower Valley Apartment,25000.0,68,2
1,1,0.0,Unfurnished,2,0,0,No,Kharadi,11000.0,134,2
2,2,900.0,Furnished,5,1,0,No,Laxmi Nagar,18000.0,159,0
1,1,0.0,Unfurnished,2,0,0,No,Sainath Nagar,6000.0,288,2
2,2,650.0,Unfurnished,6,1,1,Yes,Raheja Vista Phase 3,15500.0,265,2
1,1,501.0,Unfurnished,0,0,0,No,Vadgaon Sheri,9100.0,320,2
2,2,0.0,Semifurnished,1,1,1,No,Majestique City,13000.0,175,1
2,2,0.0,Semifurnished,2,1,0,No,Wakad,16000.0,335,1
4,4,0.0,Semifurnished,1,2,0,No,Panchshil One North,24768.73599,230,1
1,1,0.0,Unfurnished,0,0,0,No,Thergaon,12000.0,314,2
3,3,1215.0,Furnished,1,1,1,Yes,Megapolis Sangria Towers,25000.0,194,0
2,2,1025.0,Semifurnished,1,1,2,Yes,Ganga Platino,26500.0,82,1
3,3,0.0,Semifurnished,9,1,0,No,Paranjape Blue Ridge,28000.0,236,1
2,2,1100.0,Unfurnished,6,1,2,Yes,Amanora Trendy Homes,19000.0,19,2
2,3,0.0,Semifurnished,0,1,0,Yes,Wagholi,17000.0,334,1
1,1,500.0,Semifurnished,5,1,2,Yes,Whistling Palms,12500.0,337,1
3,3,1234.0,Unfurnished,4,1,2,Yes,5 Star Royal Entrada,25000.0,0,2
1,1,0.0,Semifurnished,0,0,0,No,Aundh,8500.0,28,1
2,2,0.0,Furnished,2,0,0,No,Nigdi,21000.0,214,0
2,2,64.2,Semifurnished,5,1,2,No,Nyati Elan,14500.0,217,1
3,3,1250.0,Semifurnished,1,2,1,Yes,AWHO Vijay Vihar,18000.0,6,1
1,1,466.0,Unfurnished,3,0,2,Yes,Nanded City,9500.0,209,2
2,2,890.0,Unfurnished,7,1,2,No,ARV Ganga Kingston,16000.0,3,2
1,1,0.0,Semifurnished,3,0,0,No,On Req,9000.0,226,1
2,2,800.0,Semifurnished,7,1,1,Yes,GK Roseland Residency,18000.0,75,1
3,2,571.0,Unfurnished,9,1,2,Yes,Xrbia City,8600.0,338,2
1,1,0.0,Unfurnished,0,0,0,No,Kharadi,10000.0,134,2
2,2,1050.0,Semifurnished,2,1,1,Yes,Pegasus Megapolis Mystic,15000.0,241,1
1,1,490.0,Unfurnished,3,1,1,No,Undri,7500.0,319,2
2,2,1050.0,Unfurnished,6,1,2,No,Sudhir Mandke Advantage Homes,21000.0,303,2
3,3,0.0,Unfurnished,7,1,0,Yes,Kumar Park Infinia,21000.0,153,2
1,1,0.0,Semifurnished,2,0,0,No,nul,9000.0,341,1
1,1,650.0,Unfurnished,1,0,1,Yes,Hermes Heritage,17000.0,107,2
1,1,208.0,Unfurnished,0,1,2,Yes,Xrbia City,4550.0,338,2
2,2,900.0,Semifurnished,4,1,0,No,Megapolis Sangria Hinjewadi,22000.0,193,1
2,2,0.0,Unfurnished,2,0,2,Yes,Magarpatta City Iris,18500.0,168,2
2,2,0.0,Furnished,5,1,0,Yes,Karia Konark Campus,34000.0,126,0
3,2,0.0,Unfurnished,0,1,2,Yes,Xrbia Hinjewadi,9000.0,339,2
2,2,750.0,Unfurnished,1,1,2,Yes,Pharande Woodsville,14000.0,244,2
2,2,0.0,Unfurnished,3,1,0,No,On req,15000.0,227,2
2,2,820.0,Unfurnished,1,1,0,Yes,Sonigara Kesar,19000.0,300,2
2,2,0.0,Furnished,4,2,0,Yes,Kukreja Heritage,28800.0,150,0
2,2,0.0,Semifurnished,7,1,0,Yes,Celestial City,17500.0,47,1
1,1,350.0,Semifurnished,1,1,0,Yes,Vadgaon Sheri,7500.0,320,1
3,3,0.0,Furnished,1,1,2,Yes,Paranjape Blue Ridge,35000.0,236,0
2,2,800.0,Furnished,1,1,1,Yes,GK Rose Valley,21000.0,74,0
1,1,319.0,Unfurnished,2,1,2,No,Xrbia Hinjewadi,5800.0,339,2
2,2,0.0,Furnished,4,1,0,No,Magarpatta City Jasminium,30000.0,169,0
2,2,850.0,Semifurnished,4,1,0,Yes,Pride Purple Park Street,20000.0,252,1
3,2,950.0,Furnished,1,1,2,Yes,Amanora Trendy Homes,25000.0,19,0
2,1,0.0,Unfurnished,1,1,0,No,Dhanori,12000.0,59,2
2,2,560.0,Unfurnished,2,1,0,Yes,Aishwaryam Hamara,10500.0,11,2
1,1,0.0,Semifurnished,0,0,0,No,Vishrantwadi,6000.0,331,1
1,1,700.0,Unfurnished,0,0,0,No,Kharadi,12000.0,134,2
1,1,400.0,Furnished,1,1,2,Yes,Amanora Neo Towers,12000.0,17,0
3,3,1000.0,Unfurnished,1,1,0,Yes,Paramount Altissimo,8667.0,234,2
2,2,0.0,Unfurnished,1,1,0,Yes,Pratik Nagar,15000.0,249,2
4,5,2650.0,Semifurnished,8,2,2,Yes,Panchshil One North,24768.73599,230,1
2,2,55.22,Semifurnished,2,1,1,Yes,Godrej Infinity,20000.0,94,1
2,2,989.0,Unfurnished,5,1,2,Yes,Ganga Platino,27000.0,82,2
1,1,0.0,Furnished,3,0,1,Yes,Magarpatta Heliconia,25000.0,171,0
2,2,830.0,Semifurnished,1,1,2,Yes,Rohan Abhilasha,16000.0,276,1
3,3,0.0,Semifurnished,2,1,0,Yes,Fortaleza Apartment,35000.0,70,1
2,2,0.0,Semifurnished,3,1,0,No,Nyati Elan,17000.0,217,1
2,2,801.0,Unfurnished,7,1,2,Yes,Rohan Abhilasha,13000.0,276,2
1,1,0.0,Unfurnished,2,0,0,No,Laxmi Nagar,7000.0,159,2
2,2,850.0,Semifurnished,7,0,1,Yes,Magarpatta City Iris,23500.0,168,1
1,1,0.0,Unfurnished,0,0,0,No,Tingre Nagar,6500.0,316,2
2,2,545.0,Unfurnished,1,1,1,Yes,BA Vermont,15000.0,30,2
2,1,0.0,Unfurnished,0,0,0,No,Gokhale Nagar,17000.0,101,2
2,2,0.0,Unfurnished,1,1,0,No,Pashan,18500.0,239,2
1,1,500.0,Unfurnished,7,1,0,No,Pristine Greens,9000.0,256,2
2,2,680.0,Unfurnished,9,1,0,No,Gandhi Bafna Ayaan,19700.0,81,2
3,4,1500.0,Furnished,0,1,1,Yes,Clover Village,36000.0,52,0
1,1,0.0,Semifurnished,0,0,0,No,Bhosari,10000.0,38,1
1,1,450.0,Furnished,5,1,2,Yes,Hermes Heritage,20000.0,107,0
2,2,0.0,Semifurnished,2,1,0,No,Vaishnavi Spring Woods,11000.0,321,1
3,3,1135.0,Semifurnished,6,1,2,Yes,Pride Purple Park Ivory,27000.0,251,1
1,1,551.0,Unfurnished,0,0,0,No,Thite Nagar,10300.0,315,2
1,1,0.0,Unfurnished,1,0,0,No,Dhanori,8000.0,59,2
2,2,0.0,Unfurnished,1,1,0,Yes,Aura County,15500.0,29,2
2,2,680.0,Unfurnished,5,1,0,No,Gandhi Bafna Ayaan,20300.0,81,2
1,1,300.0,Unfurnished,1,0,0,Yes,Sainath Nagar,6000.0,288,2
2,2,0.0,Semifurnished,4,1,2,Yes,Bramha Majestic,18000.0,42,1
2,2,0.0,Semifurnished,4,1,0,No,Citadel Enclave Ghorpadi,25000.0,49,1
3,3,1000.0,Unfurnished,0,0,0,Yes,Nirmal Township,25000.0,215,2
2,2,900.0,Semifurnished,2,1,2,Yes,Mont Vert Seville,20000.0,204,1
1,1,500.0,Furnished,3,0,2,Yes,Raag Villas,20000.0,263,0
2,2,0.0,Semifurnished,1,1,2,Yes,Skyways Sereno,15500.0,298,1
2,2,1050.0,Unfurnished,6,1,2,Yes,Bramha Exuberance,22000.0,41,2
3,3,1400.0,Semifurnished,3,1,1,Yes,Vascon Marigold,45000.0,323,1
2,2,1000.0,Semifurnished,2,2,0,Yes,Rahul Cooperative Housing Society,22000.0,267,1
3,4,2090.0,Unfurnished,5,2,2,No,Marvel Sangria,45000.0,191,2
2,2,0.0,Unfurnished,3,1,2,Yes,Magarpatta Annex,17000.0,166,2
1,1,0.0,Unfurnished,0,0,0,No,Hadapsar,6000.0,105,2
2,2,725.0,Unfurnished,1,1,1,Yes,Mont Vert Vesta,7000.0,205,2
1,1,0.0,Furnished,3,1,0,No,Kalpataru Estate,15000.0,120,0
1,1,0.0,Unfurnished,0,0,0,Yes,Pimpri Chinchwad,6500.0,247,2
2,2,800.0,Semifurnished,1,1,2,Yes,Rohan Abhilasha,17000.0,276,1
3,3,0.0,Unfurnished,2,1,0,Yes,Paranjape Blue Ridge,31000.0,236,2
1,1,510.0,Furnished,4,1,1,Yes,Pride Regency,20000.0,254,0
3,3,1300.0,Unfurnished,0,1,2,Yes,Sudhir Mandke Advantage Homes,26500.0,303,2
2,2,1000.0,Semifurnished,1,1,1,No,Mantra Moments,11001.0,184,1
2,2,0.0,Semifurnished,6,1,1,Yes,Majestique Manhattan,14600.0,177,1
2,2,750.0,Unfurnished,1,0,0,No,Yashwin Apartment,15000.0,340,2
2,2,900.0,Semifurnished,6,1,1,Yes,Konark Kinara,35000.0,147,1
1,1,0.0,Semifurnished,0,0,0,No,Keshav Nagar,8500.0,133,1
1,1,0.0,Unfurnished,1,0,0,Yes,Bhandari Savannah,8000.0,37,2
2,2,800.0,Semifurnished,2,1,1,Yes,Kohinoor Tinsel County,15000.0,136,1
3,3,0.0,Semifurnished,2,1,2,Yes,Rohan Mithila,34500.0,278,1
2,1,700.0,Unfurnished,0,1,0,No,Karve Nagar,17000.0,129,2
1,1,0.0,Unfurnished,3,0,0,No,Kothrud,12000.0,149,2
1,1,0.0,Semifurnished,0,1,0,No,Dhanori,12000.0,59,1
2,2,490.0,Unfurnished,2,1,0,No,Kohinoor Tinsel County,16000.0,136,2
2,1,0.0,Semifurnished,9,1,2,Yes,Amanora Future Towers,22000.0,15,1
1,1,0.0,Unfurnished,4,0,0,No,Keshav Nagar,6500.0,133,2
2,1,0.0,Unfurnished,0,1,0,Yes,Gokul Nagar,9000.0,102,2
1,1,550.0,Semifurnished,4,0,0,No,Hadapsar,6500.0,105,1
1,1,750.0,Unfurnished,3,1,2,No,Somnath Nagar,15000.0,299,2
2,2,900.0,Unfurnished,7,1,1,Yes,Aura County,16000.0,29,2
3,3,1200.0,Semifurnished,2,1,1,Yes,Kolte Patil Western Avenue,24000.0,146,1
2,2,0.0,Furnished,4,0,1,Yes,Mittal Pebbles High Mont,22000.0,201,0
2,2,840.0,Unfurnished,7,1,1,No,Micasaa Apartments,11100.0,198,2
2,2,900.0,Semifurnished,2,1,0,No,Karia Konark Orchid,17500.0,128,1
2,2,0.0,Furnished,1,1,0,No,Hermes Heritage,29000.0,107,0
1,2,0.0,Semifurnished,2,0,1,Yes,Marunji,10000.0,186,1
1,1,600.0,Unfurnished,1,1,2,Yes,Megapolis Sparklet,11000.0,195,2
2,2,650.0,Furnished,8,1,2,Yes,Nyati Equatorial,30000.0,219,0
2,2,750.0,Furnished,5,1,2,Yes,Magarpatta Annex,16000.0,166,0
2,2,0.0,Semifurnished,1,1,1,Yes,Magarpatta City Iris,19000.0,168,1
2,2,800.0,Furnished,5,1,0,Yes,Kukreja Heritage,25000.0,150,0
3,4,0.0,Semifurnished,7,2,2,Yes,Marvel Zephyr,45000.0,192,1
3,2,1107.0,Furnished,3,1,2,Yes,Megapolis Sunway,16000.0,197,0
2,2,0.0,Semifurnished,1,1,1,Yes,Leisure Town,18000.0,160,1
3,3,1200.0,Unfurnished,2,1,2,Yes,Kolte Patil Life Republic,16000.0,145,2
3,4,1600.0,Semifurnished,4,2,2,Yes,Panchshil Waterfront,80000.0,233,1
1,1,275.0,Semifurnished,2,0,0,Yes,Raag Villas,12000.0,263,1
2,2,783.0,Semifurnished,8,1,2,Yes,Sancheti Mount n Glory,22000.0,290,1
1,1,0.0,Furnished,3,1,1,Yes,Amanora Park Town,19000.0,18,0
2,3,1400.0,Semifurnished,9,2,1,Yes,Gera Emerald City,25000.0,85,1
1,1,0.0,Semifurnished,2,0,0,No,Dighi,3000.0,61,1
3,3,0.0,Semifurnished,1,1,2,Yes,Mittal Sun Sapphire,32000.0,203,1
3,3,1450.0,Semifurnished,5,1,1,Yes,Kolte Patil Green Acres,30000.0,143,1
3,4,0.0,Semifurnished,0,2,0,Yes,Kolte Patil Life Republic,40000.0,145,1
3,3,1250.0,Semifurnished,2,1,2,Yes,Amanora Neo Towers,33000.0,17,1
2,2,0.0,Semifurnished,4,1,0,No,Bhandari Nea Plus,15500.0,36,1
3,2,592.0,Semifurnished,6,0,0,No,Xrbia City,9000.0,338,1
1,1,0.0,Unfurnished,4,0,0,No,Wagholi,6500.0,334,2
2,2,733.0,Unfurnished,4,1,1,Yes,Hermes Heritage,19000.0,107,2
1,1,0.0,Semifurnished,3,1,0,No,Aundh,16000.0,28,1
1,1,0.0,Unfurnished,0,0,0,No,Kalwad Wasti,6000.0,124,2
2,2,0.0,Unfurnished,8,1,1,Yes,Shahu Colony,19000.0,293,2
1,2,450.0,Unfurnished,1,1,2,Yes,Citadel Enclave Ghorpadi,13000.0,49,2
2,2,982.0,Furnished,8,1,1,Yes,Peninsula Ashok Meadows,25000.0,242,0
1,1,0.0,Unfurnished,2,0,0,No,Kharadi,10000.0,134,2
1,1,0.0,Unfurnished,6,1,2,Yes,DNV Elite Homes,11500.0,54,2
2,2,0.0,Semifurnished,1,1,0,Yes,Yashwin Apartment,16000.0,340,1
2,2,0.0,Semifurnished,1,1,1,Yes,Majestique Manhattan,12000.0,177,1
1,1,0.0,Unfurnished,0,1,0,No,Pimple Gurav,7500.0,246,2
2,2,0.0,Furnished,3,1,1,Yes,Shirine Garden,34000.0,295,0
1,1,440.0,Unfurnished,1,1,2,Yes,Paranjape Blue Ridge,10000.0,236,2
1,1,500.0,Unfurnished,5,1,2,Yes,Karia Konark Campus,16000.0,126,2
4,4,2700.0,Unfurnished,0,1,2,Yes,Clover Highlands,44000.0,51,2
3,3,1300.0,Unfurnished,5,1,2,Yes,Sudhir Mandke Advantage Homes,27500.0,303,2
2,2,0.0,Unfurnished,6,0,2,Yes,Devi Sacred Heart Town,23000.0,57,2
2,1,800.0,Unfurnished,2,1,0,No,Lohegaon,12000.0,162,2
2,2,0.0,Unfurnished,7,0,0,No,Citadel Enclave Ghorpadi,18000.0,49,2
1,1,452.0,Unfurnished,1,1,2,No,Kolte Patil Life Republic,11000.0,145,2
1,1,200.0,Furnished,2,1,0,Yes,Ragvilas Society,12000.0,264,0
2,2,0.0,Furnished,2,0,0,No,Kalyani Nagar,35000.0,125,0
3,3,1300.0,Semifurnished,1,1,2,Yes,Kunal Aspiree,32000.0,158,1
2,2,1020.0,Unfurnished,5,1,2,No,Dorabjee Enclave,20000.0,62,2
2,2,900.0,Unfurnished,1,0,2,Yes,Ishwar River Residency,13000.0,113,2
2,2,1000.0,Semifurnished,2,1,0,No,Teerth Towers,20500.0,311,1
1,1,0.0,Furnished,1,0,0,No,Mundhwa,8000.0,206,0
1,1,550.0,Unfurnished,1,1,1,Yes,Pristine Prolife,15000.0,258,2
2,2,620.0,Semifurnished,6,1,0,No,Cozy Homes,9000.0,53,1
3,3,1440.0,Semifurnished,3,1,2,Yes,Gini Viviana,23000.0,91,1
1,1,400.0,Unfurnished,0,0,0,No,Ghorpadi,8000.0,89,2
4,6,2597.0,Furnished,7,1,2,Yes,Kasturi The Balmoral Estate,24768.73599,130,0
2,2,0.0,Semifurnished,3,1,0,No,Sasane Nagar,12000.0,292,1
2,2,1000.0,Semifurnished,2,1,1,Yes,Kolte Patil Green Acres,22000.0,143,1
2,2,565.0,Semifurnished,1,1,0,Yes,Gandhi Bafna Ayaan,17000.0,81,1
1,1,0.0,Semifurnished,7,1,2,Yes,Rose Icon,17500.0,280,1
2,2,0.0,Semifurnished,2,1,1,Yes,Kumar Park Infinia,17000.0,153,1
3,3,1970.0,Semifurnished,9,0,0,Yes,Tuscan Estate Signature Meadows,35000.0,318,1
3,3,0.0,Semifurnished,2,1,0,No,Mahindra Antheia,34000.0,174,1
2,2,0.0,Unfurnished,3,1,0,No,Rose Icon,18000.0,280,2
1,1,466.0,Furnished,1,1,2,Yes,Nanded City,13500.0,209,0
3,3,900.0,Unfurnished,1,1,0,No,Paramount Altissimo,6500.0,234,2
2,2,1000.0,Semifurnished,6,1,0,No,KFP Chesterfield,15000.0,118,1
1,1,580.0,Unfurnished,2,0,0,No,Bhairav Nagar,7000.0,35,2
2,2,0.0,Semifurnished,1,1,2,No,Kumar Park Infinia,16000.0,153,1
2,2,950.0,Unfurnished,6,1,0,Yes,Dorabjee Enclave,17000.0,62,2
2,2,0.0,Unfurnished,2,1,0,No,Manjari Budruk,8000.0,180,2
2,1,585.0,Semifurnished,7,1,1,Yes,Xrbia City,8500.0,338,1
2,2,1000.0,Unfurnished,2,1,2,Yes,Sudhir Mandke Advantage Homes,19000.0,303,2
2,2,860.0,Semifurnished,1,1,2,Yes,Paranjape Blue Ridge,20000.0,236,1
2,2,1122.0,Unfurnished,3,1,2,Yes,Splendor Megapolis,16000.0,301,2
2,2,1050.0,Unfurnished,6,1,0,Yes,Manikchand Malabar Hills,21000.0,179,2
2,2,750.0,Unfurnished,7,1,0,Yes,DNV Elite Homes,14500.0,54,2
1,1,318.0,Unfurnished,9,1,2,Yes,Xrbia City,5450.0,338,2
2,2,0.0,Unfurnished,0,2,0,No,Vadgaon Sheri,18500.0,320,2
2,2,0.0,Furnished,9,1,2,Yes,Nyati Eternity,15000.0,222,0
3,3,0.0,Unfurnished,1,1,2,Yes,Paranjape Blue Ridge,23000.0,236,2
2,2,0.0,Furnished,2,1,0,No,Pimpri Chinchwad,20000.0,247,0
3,3,0.0,Unfurnished,1,1,2,Yes,Bramhacorp F Residences,34000.0,45,2
3,3,1600.0,Unfurnished,0,1,0,No,Baner,35000.0,31,2
2,2,1000.0,Unfurnished,3,1,1,Yes,K Raheja Vistas Premiere,27000.0,115,2
1,1,450.0,Unfurnished,4,1,2,Yes,Paranjape Blue Ridge,10000.0,236,2
4,5,2250.0,Furnished,5,2,2,Yes,Kolte Patil 24K Glitterati,55000.0,140,0
2,2,0.0,Semifurnished,4,2,2,Yes,Nyati Eternity,13000.0,222,1
2,2,0.0,Furnished,1,1,0,No,Amanora Victory Tower,22000.0,20,0
1,1,600.0,Unfurnished,5,1,2,Yes,Indraprabha Society,8000.0,112,2
2,2,0.0,Unfurnished,8,1,0,No,Geras Adara,18000.0,87,2
1,1,0.0,Unfurnished,0,1,0,Yes,Tukai Darshan,10000.0,317,2
1,1,0.0,Unfurnished,1,1,0,No,Hadapsar,5000.0,105,2
3,3,1500.0,Semifurnished,4,1,2,Yes,Request,45000.0,275,1
4,4,2700.0,Furnished,1,2,2,No,Panchshil Eon Waterfront,75000.0,229,0
2,2,630.0,Semifurnished,2,1,2,Yes,GK Silverland Residency Phase 1,13000.0,77,1
2,2,750.0,Furnished,7,1,2,Yes,Mittal Pebbles High Mont,19000.0,201,0
1,1,0.0,Unfurnished,0,1,0,No,Manjri,10000.0,181,2
2,2,850.0,Semifurnished,2,1,2,Yes,Duville Riverdale Heights,21500.0,65,1
2,2,0.0,Furnished,1,1,2,Yes,Vilas Javdekar Yashwin Hinjewadi,22000.0,327,0
1,1,760.0,Unfurnished,3,1,2,Yes,Duville Riverdale Heights,15000.0,65,2
3,3,1251.0,Furnished,1,1,1,Yes,Global E Homes,35000.0,92,0
2,2,650.0,Unfurnished,1,2,0,No,Kumar Pebble Park,15000.0,154,2
3,3,1450.0,Furnished,1,1,0,Yes,Sanskriti Housing Society,25000.0,291,0
2,2,950.0,Furnished,3,1,2,Yes,Mittal Parkwayz,20000.0,200,0
2,2,900.0,Semifurnished,5,0,0,No,Magarpatta City Daffodils,22000.0,167,1
1,1,0.0,Unfurnished,4,0,0,Yes,Vivanta Life Vishakha,13000.0,332,2
2,2,0.0,Furnished,7,1,2,No,Mittal Sun Grandeur,23000.0,202,0
2,2,0.0,Semifurnished,5,1,2,Yes,Amrut Ganga,18000.0,22,1
3,3,1400.0,Semifurnished,1,1,1,Yes,Paranjape Blue Ridge,25000.0,236,1
2,2,600.0,Semifurnished,1,1,1,Yes,ITrend Homes,15000.0,110,1
2,2,782.0,Semifurnished,1,1,2,No,Pride World City,18000.0,255,1
3,4,0.0,Unfurnished,5,1,2,Yes,Marvel Enigma,34000.0,189,2
3,3,1608.0,Furnished,1,1,0,Yes,Kunal Aspiree,33000.0,158,0
2,2,744.0,Unfurnished,2,1,0,Yes,Mont Vert Vesta,12000.0,205,2
1,1,500.0,Unfurnished,2,1,2,Yes,K Raheja Gardens,12000.0,114,2
2,2,850.0,Unfurnished,5,1,2,Yes,Margosa heights,10000.0,185,2
2,2,900.0,Semifurnished,7,1,0,No,Nyati Evara,14000.0,223,1
2,2,761.0,Unfurnished,1,1,0,Yes,TCG The Cliff Garden,16000.0,307,2
2,2,850.0,Semifurnished,1,1,2,Yes,Godrej Infinity,22000.0,94,1
1,1,600.0,Semifurnished,1,1,1,Yes,Suncity Township,13500.0,305,1
3,3,1500.0,Semifurnished,7,1,0,No,Puraniks Aldea,25000.0,262,1
1,1,0.0,Unfurnished,1,0,0,Yes,Kalewadi,9000.0,119,2
2,2,0.0,Semifurnished,5,1,1,Yes,Cozy Homes,10700.0,53,1
1,2,620.0,Unfurnished,3,0,2,Yes,Dheeraj Jade Residences,10000.0,60,2
3,3,1156.0,Unfurnished,4,1,0,Yes,Mittal Parkwayz,19000.0,200,2
2,1,0.0,Semifurnished,0,0,0,No,Kharadi,16000.0,134,1
1,1,440.0,Semifurnished,1,0,2,No,Paranjape Blue Ridge,13000.0,236,1
1,1,465.0,Furnished,4,1,2,Yes,Amanora Metro Towers,15000.0,16,0
2,2,1000.0,Unfurnished,2,1,1,Yes,Nyati Elysia,17000.0,218,2
1,1,0.0,Unfurnished,0,0,0,No,Pimpri Chinchwad,6500.0,247,2
2,2,800.0,Semifurnished,5,1,1,Yes,Bramha Sun City Phase 2,24500.0,44,1
1,1,0.0,Semifurnished,1,0,0,Yes,Chandan Nagar,10000.0,48,1
3,3,1330.0,Furnished,6,1,2,Yes,Pudumjee Greens,25500.0,259,0
2,3,0.0,Unfurnished,0,0,0,No,Phursungi,15000.0,245,2
3,3,0.0,Semifurnished,7,1,2,Yes,Gini Bellissimo,32000.0,90,1
2,2,0.0,Semifurnished,4,1,1,Yes,Arihant Venkateshwara Green City,14000.0,24,1
1,1,0.0,Unfurnished,1,0,0,No,Kharadi,11000.0,134,2
2,2,0.0,Semifurnished,2,2,0,No,Undri,25000.0,319,1
2,2,900.0,Unfurnished,7,1,2,Yes,Margosa heights,14000.0,185,2
2,1,0.0,Unfurnished,1,0,0,No,Kalewadi,11000.0,119,2
1,1,0.0,Furnished,2,1,1,Yes,Karia Konark Nagar,15500.0,127,0
3,3,1100.0,Semifurnished,9,1,1,Yes,Bramhacorp F Residences,45000.0,45,1
1,1,500.0,Semifurnished,5,1,1,Yes,Bhandari Savannah,9000.0,37,1
1,1,0.0,Unfurnished,1,0,0,No,Kondhwa Budruk,8000.0,148,2
2,2,1085.0,Semifurnished,1,1,1,Yes,Kumar Picasso,25000.0,155,1
2,1,0.0,Furnished,0,0,0,No,Hadapsar,13000.0,105,0
1,1,450.0,Semifurnished,5,1,2,Yes,Magarpatta Heliconia,13000.0,171,1
2,2,40.83,Semifurnished,2,1,2,No,Nyati Elan,12000.0,217,1
1,1,450.0,Unfurnished,1,1,0,No,Rohan Abhilasha,10500.0,276,2
2,2,1000.0,Semifurnished,4,1,2,Yes,Parmar Marudhar Residency,23000.0,238,1
1,1,0.0,Semifurnished,0,1,0,No,Manjari Budruk,5500.0,180,1
2,2,1148.0,Semifurnished,1,1,0,No,Kingsbury at Pride World City,17000.0,135,1
2,3,0.0,Furnished,0,1,0,Yes,Viman Nagar,35000.0,329,0
1,1,35.29,Unfurnished,8,1,2,Yes,ARV New Town,8000.0,5,2
2,2,450.0,Unfurnished,1,1,2,Yes,Duville Riverdale Heights,24000.0,65,2
3,3,1366.0,Unfurnished,2,1,1,Yes,Paranjape Blue Ridge,25000.0,236,2
2,1,0.0,Unfurnished,0,0,0,No,Keshav Nagar,7500.0,133,2
2,1,900.0,Semifurnished,0,1,0,Yes,Aple Ghar Society,15000.0,23,1
2,2,725.0,Unfurnished,1,1,1,Yes,Sai Paradise,15500.0,285,2
2,2,856.0,Unfurnished,2,1,1,Yes,Kolte Patil Downtown Langston,24000.0,142,2
1,1,0.0,Unfurnished,2,0,0,No,Keshav Nagar,8000.0,133,2
2,2,1062.0,Semifurnished,1,1,0,No,Mahindra Antheia,25000.0,174,1
2,2,0.0,Unfurnished,3,1,2,Yes,Megapolis Sparklet,19000.0,195,2
2,2,0.0,Semifurnished,5,0,0,No,Skyways Sereno,17000.0,298,1
2,2,1010.0,Furnished,2,1,2,Yes,Raviraj Rakshaknagar Gold,15500.0,274,0
3,3,0.0,Semifurnished,6,2,2,Yes,Flower Valley Apartment,32000.0,68,1
2,2,1000.0,Furnished,1,1,0,Yes,Hermes Heritage,35000.0,107,0
2,2,0.0,Unfurnished,1,1,2,Yes,Kolte Patil Western Avenue,18999.0,146,2
2,2,900.0,Semifurnished,4,1,2,Yes,Goel Ganga Constella,20000.0,96,1
1,1,550.0,Unfurnished,9,1,2,Yes,Raheja Vista Phase 3,13000.0,265,2
2,2,0.0,Unfurnished,6,1,0,Yes,Magarpatta City Iris,25000.0,168,2
2,2,850.0,Semifurnished,2,1,1,Yes,Nyati Elysia,24000.0,218,1
1,1,520.0,Unfurnished,6,1,1,Yes,Ashtavinayak Aster,10000.0,25,2
2,2,800.0,Unfurnished,6,1,1,Yes,Majestique City,10999.0,175,2
3,3,1475.0,Furnished,1,1,0,Yes,Margosa heights,25000.0,185,0
4,4,1800.0,Unfurnished,1,1,2,Yes,Paranjape Blue Ridge,40700.0,236,2
2,2,986.0,Semifurnished,1,1,2,Yes,Omega Paradise Phase 2,15000.0,225,1
3,3,1350.0,Unfurnished,7,1,2,Yes,Marvel Cerise,36000.0,188,2
2,2,0.0,Unfurnished,6,1,0,No,GKG The Kings Way,23000.0,79,2
2,2,800.0,Furnished,7,1,1,Yes,Bramha Sun City Phase 1,31000.0,43,0
4,5,0.0,Semifurnished,5,1,2,Yes,Kasturi The Balmoral Estate,24768.73599,130,1
1,1,420.0,Unfurnished,1,1,2,Yes,Kumar Paradise,15005.0,152,2
3,3,1350.0,Unfurnished,5,1,2,Yes,Brahma Aangan,27000.0,39,2
2,2,900.0,Unfurnished,2,1,2,Yes,K Raheja Gardens,16500.0,114,2
2,2,0.0,Unfurnished,0,1,2,Yes,Aishwaryam Courtyard,15000.0,10,2
2,2,0.0,Semifurnished,3,0,0,No,Leisure Town,20000.0,160,1
2,2,856.0,Unfurnished,8,1,2,Yes,Kolte Patil Western Avenue,16000.0,146,2
1,2,450.0,Unfurnished,2,1,0,No,Somnath Nagar,9500.0,299,2
2,2,0.0,Semifurnished,1,0,0,No,Pashan,20000.0,239,1
1,1,0.0,Semifurnished,0,0,0,No,Nigdi,12000.0,214,1
2,2,0.0,Furnished,2,1,2,Yes,Rohan Mithila,40000.0,278,0
3,3,0.0,Semifurnished,0,1,0,No,Lohegaon,16000.0,162,1
2,2,807.0,Semifurnished,9,1,1,Yes,Pebbles Urbania,19000.0,240,1
2,2,0.0,Semifurnished,2,1,0,No,on req,21000.0,342,1
2,2,725.0,Unfurnished,1,1,0,No,Mittal Pebbles High Mont,18000.0,201,2
2,2,840.0,Unfurnished,1,1,2,Yes,Nyati Elan,15500.0,217,2
1,1,0.0,Unfurnished,0,0,0,No,Tukai Darshan,5000.0,317,2
